Record Length,2500,Points,-55.999998003E-3,-200.00000298E-3,
Sample Interval,199.99999495E-6,s,-55.799998343E-3,-200.00000298E-3,
Trigger Point,279.99999709,Samples,-55.599998683E-3,-200.00000298E-3,
,,,-55.399999022E-3,-200.00000298E-3,
,,,-55.199999362E-3,-200.00000298E-3,
,,,-54.999999702E-3,-200.00000298E-3,
Source,CH1,,-54.799996316E-3,-200.00000298E-3,
Vertical Units,Volts,,-54.599996656E-3,-200.00000298E-3,
Vertical Scale,5.00000007,,-54.39999700E-3,-200.00000298E-3,
Vertical Offset,0,,-54.19999734E-3,-200.00000298E-3,
Horizontal Units,s,,-53.99999768E-3,-200.00000298E-3,
Horizontal Scale,49.99999874E-3,,-53.79999802E-3,-200.00000298E-3,
Pt Fmt,Y,,-53.59999835E-3,-200.00000298E-3,
Yzero,80.000000000E-3,,-53.39999869E-3,-200.00000298E-3,
Probe Atten,1.000000,,-53.19999903E-3,-200.00000298E-3,
,,,-52.99999937E-3,-200.00000298E-3,
Note,TDS 1002B - 22:53:42   29/07/2025,,-52.79999971E-3,-200.00000298E-3,
,,,-52.59999633E-3,-200.00000298E-3,
,,,-52.39999667E-3,-200.00000298E-3,
,,,-52.19999701E-3,-200.00000298E-3,
,,,-51.99999735E-3,-200.00000298E-3,
,,,-51.79999769E-3,-200.00000298E-3,
,,,-51.59999803E-3,-200.00000298E-3,
,,,-51.39999837E-3,-200.00000298E-3,
,,,-51.19999871E-3,-200.00000298E-3,
,,,-50.99999905E-3,-200.00000298E-3,
,,,-50.79999939E-3,-200.00000298E-3,
,,,-50.59999973E-3,-200.00000298E-3,
,,,-50.39999634E-3,-200.00000298E-3,
,,,-50.19999668E-3,-200.00000298E-3,
,,,-49.99999702E-3,-200.00000298E-3,
,,,-49.79999736E-3,-200.00000298E-3,
,,,-49.59999770E-3,-200.00000298E-3,
,,,-49.39999804E-3,-200.00000298E-3,
,,,-49.19999838E-3,-200.00000298E-3,
,,,-48.99999872E-3,-200.00000298E-3,
,,,-48.79999906E-3,-200.00000298E-3,
,,,-48.59999940E-3,-200.00000298E-3,
,,,-48.39999974E-3,-200.00000298E-3,
,,,-48.19999635E-3,-200.00000298E-3,
,,,-47.99999669E-3,-200.00000298E-3,
,,,-47.79999703E-3,-200.00000298E-3,
,,,-47.59999737E-3,-200.00000298E-3,
,,,-47.39999771E-3,-200.00000298E-3,
,,,-47.19999805E-3,-200.00000298E-3,
,,,-46.99999839E-3,-200.00000298E-3,
,,,-46.79999873E-3,-200.00000298E-3,
,,,-46.59999907E-3,-200.00000298E-3,
,,,-46.39999941E-3,-200.00000298E-3,
,,,-46.19999975E-3,-200.00000298E-3,
,,,-46.00000009E-3,-200.00000298E-3,
,,,-45.79999670E-3,-200.00000298E-3,
,,,-45.59999704E-3,-200.00000298E-3,
,,,-45.39999738E-3,-200.00000298E-3,
,,,-45.19999772E-3,-200.00000298E-3,
,,,-44.99999806E-3,-200.00000298E-3,
,,,-44.79999840E-3,-200.00000298E-3,
,,,-44.59999874E-3,-200.00000298E-3,
,,,-44.39999908E-3,-200.00000298E-3,
,,,-44.19999942E-3,-200.00000298E-3,
,,,-43.99999976E-3,-200.00000298E-3,
,,,-43.80000010E-3,-200.00000298E-3,
,,,-43.59999672E-3,-200.00000298E-3,
,,,-43.39999706E-3,-200.00000298E-3,
,,,-43.19999740E-3,-200.00000298E-3,
,,,-42.99999774E-3,-200.00000298E-3,
,,,-42.79999807E-3,-200.00000298E-3,
,,,-42.59999841E-3,-200.00000298E-3,
,,,-42.39999875E-3,-200.00000298E-3,
,,,-42.19999909E-3,-200.00000298E-3,
,,,-41.99999943E-3,-200.00000298E-3,
,,,-41.79999977E-3,-200.00000298E-3,
,,,-41.60000011E-3,-200.00000298E-3,
